mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
93.10316405296325,1.753689436120854,22.578563594818114,0.5091623095154301,10,10,poly,"{'C': 10, 'gamma': 10, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
92.91088285446168,1.7896298783211997,22.55608448982239,0.49087892777633746,10,1,poly,"{'C': 10, 'gamma': 1, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
93.16653728485107,1.823816111858164,22.596916103363036,0.5126289845867412,10,0.01,poly,"{'C': 10, 'gamma': 0.01, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
92.81456027030944,1.7809387042812541,22.550526475906373,0.5188522394258874,0.01,1,poly,"{'C': 0.01, 'gamma': 1, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
86.49892129898072,2.5463170587556507,21.172422027587892,0.5131364043068969,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
93.14665541648864,1.7886701867347305,22.573948669433594,0.5097241601629806,0.01,10,poly,"{'C': 0.01, 'gamma': 10, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
92.94407200813293,1.792940843708252,22.572773122787474,0.5253627823844136,1,10,poly,"{'C': 1, 'gamma': 10, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
92.97234392166138,1.7890764476508196,22.58150773048401,0.4952077079969883,1,1,poly,"{'C': 1, 'gamma': 1, 'kernel': 'poly'}",0.9935304990757856,0.9972247918593895,0.9944495837187789,0.9935245143385754,0.9925994449583718,0.9942656307806141,0.0015908789421227602,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.6058765411377,0.8314964160546292,14.721664237976075,0.12642489982386024,10,10,linear,"{'C': 10, 'gamma': 10, 'kernel': 'linear'}",0.9944547134935305,0.9944495837187789,0.996299722479186,0.9944495837187789,0.9898242368177613,0.9938956714761377,0.0021576927143147303,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.70247688293457,0.9800652865842053,14.7436532497406,0.1600776484711206,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9944547134935305,0.9944495837187789,0.996299722479186,0.9944495837187789,0.9898242368177613,0.9938956714761377,0.0021576927143147303,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.64612307548523,0.8364657112954358,14.706787586212158,0.12122342323005919,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9944547134935305,0.9944495837187789,0.996299722479186,0.9944495837187789,0.9898242368177613,0.9938956714761377,0.0021576927143147303,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.64323487281799,0.9854762928119855,14.692163467407227,0.1461013052751758,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9944547134935305,0.9944495837187789,0.996299722479186,0.9944495837187789,0.9898242368177613,0.9938956714761377,0.0021576927143147303,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.679538774490354,0.9592981405489401,14.732765388488769,0.15483202960658082,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9944547134935305,0.9944495837187789,0.996299722479186,0.9944495837187789,0.9898242368177613,0.9938956714761377,0.0021576927143147303,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
